Município;State;Municipality; Gross Rol [%] ;Gross Rol [%];Risk_period 1;Limit (Mio) 1;Exit 1; Strike 1;Risk_period 2;Limit (Mio) 2;Exit 2; Strike 2;Area (The client selects);Value per hectare (The client selects);Prize;Maximum indemnity limit;Maximum indemnity limit - STRIKE 1;Maximum indemnity limit - STRIKE 2; Amount paid per millimeter - Strike 1 ; Amount paid per millimeter - Strike 2 
Jundiai Do Sul - PR;parana;Jundiai Do Sul;6.6;0.066;11-01 / 01-01;5;0;125;01-01 / 03-01;5;0;268.00;100.00;5000.00;33000.00;500000.00;250000.00;250000.00;1992.37;933.51
Juranda - PR;parana;Juranda;6.6;0.066;11-01 / 01-01;5;0;102;01-01 / 03-01;5;0;227.00;100.00;5000.00;33000.00;500000.00;250000.00;250000.00;2446.00;1101.08
Jussara - PR;parana;Jussara;6.6;0.066;11-01 / 01-01;5;0;103;01-01 / 03-01;5;0;226.00;100.00;5000.00;33000.00;500000.00;250000.00;250000.00;2421.90;1107.99
Kalore - PR;parana;Kalore;6.6;0.066;11-01 / 01-01;5;0;135;01-01 / 03-01;5;0;242.00;100.00;5000.00;33000.00;500000.00;250000.00;250000.00;1853.57;1035.19
Lapa - PR;parana;Lapa;6.6;0.066;11-01 / 01-01;5;0;151;01-01 / 03-01;5;0;231.00;100.00;5000.00;33000.00;500000.00;250000.00;250000.00;1655.07;1080.18
Laranjal - PR;parana;Laranjal;6.6;0.066;11-01 / 01-01;5;0;101;01-01 / 03-01;5;0;223.00;100.00;5000.00;33000.00;500000.00;250000.00;250000.00;2473.22;1120.20
Laranjeiras Do Sul - PR;parana;Laranjeiras Do Sul;6.6;0.066;11-01 / 01-01;5;0;115;01-01 / 03-01;5;0;211.00;100.00;5000.00;33000.00;500000.00;250000.00;250000.00;2181.59;1184.10
Leopolis - PR;parana;Leopolis;6.6;0.066;11-01 / 01-01;5;0;144;01-01 / 03-01;5;0;226.00;100.00;5000.00;33000.00;500000.00;250000.00;250000.00;1732.35;1106.73
Lidianopolis - PR;parana;Lidianopolis;6.6;0.066;11-01 / 01-01;5;0;134;01-01 / 03-01;5;0;251.00;100.00;5000.00;33000.00;500000.00;250000.00;250000.00;1861.10;997.76
Lindoeste - PR;parana;Lindoeste;6.6;0.066;11-01 / 01-01;5;0;109;01-01 / 03-01;5;0;231.00;100.00;5000.00;33000.00;500000.00;250000.00;250000.00;2302.86;1081.96
Loanda - PR;parana;Loanda;6.6;0.066;11-01 / 01-01;5;0;111;01-01 / 03-01;5;0;199.00;100.00;5000.00;33000.00;500000.00;250000.00;250000.00;2250.51;1256.90
Lobato - PR;parana;Lobato;6.6;0.066;11-01 / 01-01;5;0;124;01-01 / 03-01;5;0;212.00;100.00;5000.00;33000.00;500000.00;250000.00;250000.00;2008.91;1177.68
Londrina - PR;parana;Londrina;6.6;0.066;11-01 / 01-01;5;0;154;01-01 / 03-01;5;0;245.00;100.00;5000.00;33000.00;500000.00;250000.00;250000.00;1626.08;1019.08
Luiziana - PR;parana;Luiziana;6.6;0.066;11-01 / 01-01;5;0;97;01-01 / 03-01;5;0;230.00;100.00;5000.00;33000.00;500000.00;250000.00;250000.00;2566.22;1086.66
Lunardelli - PR;parana;Lunardelli;6.6;0.066;11-01 / 01-01;5;0;126;01-01 / 03-01;5;0;244.00;100.00;5000.00;33000.00;500000.00;250000.00;250000.00;1983.19;1024.18
Lupionopolis - PR;parana;Lupionopolis;6.6;0.066;11-01 / 01-01;5;0;119;01-01 / 03-01;5;0;206.00;100.00;5000.00;33000.00;500000.00;250000.00;250000.00;2096.60;1213.77
Mallet - PR;parana;Mallet;6.6;0.066;11-01 / 01-01;5;0;152;01-01 / 03-01;5;0;193.00;100.00;5000.00;33000.00;500000.00;250000.00;250000.00;1649.64;1297.62
Mambore - PR;parana;Mambore;6.6;0.066;11-01 / 01-01;5;0;96;01-01 / 03-01;5;0;230.00;100.00;5000.00;33000.00;500000.00;250000.00;250000.00;2599.06;1087.55
Mandaguacu - PR;parana;Mandaguacu;6.6;0.066;11-01 / 01-01;5;0;129;01-01 / 03-01;5;0;223.00;100.00;5000.00;33000.00;500000.00;250000.00;250000.00;1938.52;1121.31
Mandaguari - PR;parana;Mandaguari;6.6;0.066;11-01 / 01-01;5;0;159;01-01 / 03-01;5;0;233.00;100.00;5000.00;33000.00;500000.00;250000.00;250000.00;1574.61;1071.10
Mandirituba - PR;parana;Mandirituba;6.6;0.066;11-01 / 01-01;5;0;163;01-01 / 03-01;5;0;235.00;100.00;5000.00;33000.00;500000.00;250000.00;250000.00;1535.08;1065.80
Mangueirinha - PR;parana;Mangueirinha;6.6;0.066;11-01 / 01-01;5;0;108;01-01 / 03-01;5;0;226.00;100.00;5000.00;33000.00;500000.00;250000.00;250000.00;2314.97;1106.92
Manoel Ribas - PR;parana;Manoel Ribas;6.6;0.066;11-01 / 01-01;5;0;109;01-01 / 03-01;5;0;228.00;100.00;5000.00;33000.00;500000.00;250000.00;250000.00;2302.12;1094.90
Marechal Candido Rondon - PR;parana;Marechal Candido Rondon;6.6;0.066;11-01 / 01-01;5;0;78;01-01 / 03-01;5;0;180.00;100.00;5000.00;33000.00;500000.00;250000.00;250000.00;3207.10;1386.01
Maria Helena - PR;parana;Maria Helena;6.6;0.066;11-01 / 01-01;5;0;115;01-01 / 03-01;5;0;213.00;100.00;5000.00;33000.00;500000.00;250000.00;250000.00;2180.41;1175.33
Marialva - PR;parana;Marialva;6.6;0.066;11-01 / 01-01;5;0;144;01-01 / 03-01;5;0;218.00;100.00;5000.00;33000.00;500000.00;250000.00;250000.00;1730.47;1145.68
Marilandia Do Sul - PR;parana;Marilandia Do Sul;6.6;0.066;11-01 / 01-01;5;0;148;01-01 / 03-01;5;0;250.00;100.00;5000.00;33000.00;500000.00;250000.00;250000.00;1689.11;999.39
Marilena - PR;parana;Marilena;6.6;0.066;11-01 / 01-01;5;0;101;01-01 / 03-01;5;0;194.00;100.00;5000.00;33000.00;500000.00;250000.00;250000.00;2467.04;1285.77
Mariluz - PR;parana;Mariluz;6.6;0.066;11-01 / 01-01;5;0;92;01-01 / 03-01;5;0;199.00;100.00;5000.00;33000.00;500000.00;250000.00;250000.00;2710.58;1255.94
Maringa - PR;parana;Maringa;6.6;0.066;11-01 / 01-01;5;0;128;01-01 / 03-01;5;0;214.00;100.00;5000.00;33000.00;500000.00;250000.00;250000.00;1955.00;1169.96
Mariopolis - PR;parana;Mariopolis;6.6;0.066;11-01 / 01-01;5;0;148;01-01 / 03-01;5;0;221.00;100.00;5000.00;33000.00;500000.00;250000.00;250000.00;1690.30;1128.90
Maripa - PR;parana;Maripa;6.6;0.066;11-01 / 01-01;5;0;87;01-01 / 03-01;5;0;224.00;100.00;5000.00;33000.00;500000.00;250000.00;250000.00;2860.45;1116.86
Marmeleiro - PR;parana;Marmeleiro;6.6;0.066;11-01 / 01-01;5;0;132;01-01 / 03-01;5;0;223.00;100.00;5000.00;33000.00;500000.00;250000.00;250000.00;1896.35;1123.33
Marquinho - PR;parana;Marquinho;6.6;0.066;11-01 / 01-01;5;0;116;01-01 / 03-01;5;0;207.00;100.00;5000.00;33000.00;500000.00;250000.00;250000.00;2159.88;1206.74
Marumbi - PR;parana;Marumbi;6.6;0.066;11-01 / 01-01;5;0;146;01-01 / 03-01;5;0;233.00;100.00;5000.00;33000.00;500000.00;250000.00;250000.00;1711.22;1071.05
Mato Rico - PR;parana;Mato Rico;6.6;0.066;11-01 / 01-01;5;0;100;01-01 / 03-01;5;0;228.00;100.00;5000.00;33000.00;500000.00;250000.00;250000.00;2500.99;1095.44
Maua Da Serra - PR;parana;Maua Da Serra;6.6;0.066;11-01 / 01-01;5;0;166;01-01 / 03-01;5;0;249.00;100.00;5000.00;33000.00;500000.00;250000.00;250000.00;1501.76;1002.48
Mercedes - PR;parana;Mercedes;6.6;0.066;11-01 / 01-01;5;0;79;01-01 / 03-01;5;0;186.00;100.00;5000.00;33000.00;500000.00;250000.00;250000.00;3161.40;1345.25
Mirador - PR;parana;Mirador;6.6;0.066;11-01 / 01-01;5;0;101;01-01 / 03-01;5;0;202.00;100.00;5000.00;33000.00;500000.00;250000.00;250000.00;2484.53;1235.89
Miraselva - PR;parana;Miraselva;6.6;0.066;11-01 / 01-01;5;0;132;01-01 / 03-01;5;0;215.00;100.00;5000.00;33000.00;500000.00;250000.00;250000.00;1889.36;1162.47
Moreira Sales - PR;parana;Moreira Sales;6.6;0.066;11-01 / 01-01;5;0;85;01-01 / 03-01;5;0;196.00;100.00;5000.00;33000.00;500000.00;250000.00;250000.00;2938.20;1275.23
Munhoz De Melo - PR;parana;Munhoz De Melo;6.6;0.066;11-01 / 01-01;5;0;144;01-01 / 03-01;5;0;222.00;100.00;5000.00;33000.00;500000.00;250000.00;250000.00;1732.99;1126.96
Nossa Senhora Das Gracas - PR;parana;Nossa Senhora Das Gracas;6.6;0.066;11-01 / 01-01;5;0;141;01-01 / 03-01;5;0;218.00;100.00;5000.00;33000.00;500000.00;250000.00;250000.00;1768.29;1147.15
Nova Alianca Do Ivai - PR;parana;Nova Alianca Do Ivai;6.6;0.066;11-01 / 01-01;5;0;106;01-01 / 03-01;5;0;204.00;100.00;5000.00;33000.00;500000.00;250000.00;250000.00;2347.97;1228.48
Nova America Da Colina - PR;parana;Nova America Da Colina;6.6;0.066;11-01 / 01-01;5;0;116;01-01 / 03-01;5;0;229.00;100.00;5000.00;33000.00;500000.00;250000.00;250000.00;2164.41;1089.87
Nova Aurora - PR;parana;Nova Aurora;6.6;0.066;11-01 / 01-01;5;0;94;01-01 / 03-01;5;0;217.00;100.00;5000.00;33000.00;500000.00;250000.00;250000.00;2657.67;1154.72
Nova Cantu - PR;parana;Nova Cantu;6.6;0.066;11-01 / 01-01;5;0;103;01-01 / 03-01;5;0;236.00;100.00;5000.00;33000.00;500000.00;250000.00;250000.00;2434.91;1058.63
Nova Esperanca - PR;parana;Nova Esperanca;6.6;0.066;11-01 / 01-01;5;0;134;01-01 / 03-01;5;0;226.00;100.00;5000.00;33000.00;500000.00;250000.00;250000.00;1871.42;1104.15
Nova Esperanca Do Sudoeste - PR;parana;Nova Esperanca Do Sudoeste;6.6;0.066;11-01 / 01-01;5;0;81;01-01 / 03-01;5;0;225.00;100.00;5000.00;33000.00;500000.00;250000.00;250000.00;3095.56;1112.32
Nova Fatima - PR;parana;Nova Fatima;6.6;0.066;11-01 / 01-01;5;0;110;01-01 / 03-01;5;0;259.00;100.00;5000.00;33000.00;500000.00;250000.00;250000.00;2277.58;965.54
Nova Laranjeiras - PR;parana;Nova Laranjeiras;6.6;0.066;11-01 / 01-01;5;0;96;01-01 / 03-01;5;0;225.00;100.00;5000.00;33000.00;500000.00;250000.00;250000.00;2603.76;1112.35
Nova Olimpia - PR;parana;Nova Olimpia;6.6;0.066;11-01 / 01-01;5;0;120;01-01 / 03-01;5;0;212.00;100.00;5000.00;33000.00;500000.00;250000.00;250000.00;2090.70;1180.96
Nova Prata Do Iguacu - PR;parana;Nova Prata Do Iguacu;6.6;0.066;11-01 / 01-01;5;0;79;01-01 / 03-01;5;0;201.00;100.00;5000.00;33000.00;500000.00;250000.00;250000.00;3164.06;1242.67
Nova Santa Barbara - PR;parana;Nova Santa Barbara;6.6;0.066;11-01 / 01-01;5;0;148;01-01 / 03-01;5;0;245.00;100.00;5000.00;33000.00;500000.00;250000.00;250000.00;1684.93;1020.19
Nova Santa Rosa - PR;parana;Nova Santa Rosa;6.6;0.066;11-01 / 01-01;5;0;73;01-01 / 03-01;5;0;210.00;100.00;5000.00;33000.00;500000.00;250000.00;250000.00;3432.50;1190.09
Nova Tebas - PR;parana;Nova Tebas;6.6;0.066;11-01 / 01-01;5;0;87;01-01 / 03-01;5;0;222.00;100.00;5000.00;33000.00;500000.00;250000.00;250000.00;2884.37;1126.03
Novo Itacolomi - PR;parana;Novo Itacolomi;6.6;0.066;11-01 / 01-01;5;0;139;01-01 / 03-01;5;0;253.00;100.00;5000.00;33000.00;500000.00;250000.00;250000.00;1797.35;986.33
Ortigueira - PR;parana;Ortigueira;6.6;0.066;11-01 / 01-01;5;0;154;01-01 / 03-01;5;0;244.00;100.00;5000.00;33000.00;500000.00;250000.00;250000.00;1621.16;1026.30
Ourizona - PR;parana;Ourizona;6.6;0.066;11-01 / 01-01;5;0;120;01-01 / 03-01;5;0;224.00;100.00;5000.00;33000.00;500000.00;250000.00;250000.00;2090.90;1115.88
Ouro Verde Do Oeste - PR;parana;Ouro Verde Do Oeste;6.6;0.066;11-01 / 01-01;5;0;99;01-01 / 03-01;5;0;206.00;100.00;5000.00;33000.00;500000.00;250000.00;250000.00;2524.13;1214.32
Paicandu - PR;parana;Paicandu;6.6;0.066;11-01 / 01-01;5;0;126;01-01 / 03-01;5;0;225.00;100.00;5000.00;33000.00;500000.00;250000.00;250000.00;1986.96;1113.29
Palmas - PR;parana;Palmas;6.6;0.066;11-01 / 01-01;5;0;140;01-01 / 03-01;5;0;219.00;100.00;5000.00;33000.00;500000.00;250000.00;250000.00;1781.87;1141.08
Palmeira - PR;parana;Palmeira;6.6;0.066;11-01 / 01-01;5;0;135;01-01 / 03-01;5;0;256.00;100.00;5000.00;33000.00;500000.00;250000.00;250000.00;1858.20;976.69
Palmital - PR;parana;Palmital;6.6;0.066;11-01 / 01-01;5;0;106;01-01 / 03-01;5;0;206.00;100.00;5000.00;33000.00;500000.00;250000.00;250000.00;2362.22;1211.10
Palotina - PR;parana;Palotina;6.6;0.066;11-01 / 01-01;5;0;75;01-01 / 03-01;5;0;218.00;100.00;5000.00;33000.00;500000.00;250000.00;250000.00;3350.64;1147.75
Paraiso Do Norte - PR;parana;Paraiso Do Norte;6.6;0.066;11-01 / 01-01;5;0;90;01-01 / 03-01;5;0;202.00;100.00;5000.00;33000.00;500000.00;250000.00;250000.00;2783.41;1236.20
Paranacity - PR;parana;Paranacity;6.6;0.066;11-01 / 01-01;5;0;114;01-01 / 03-01;5;0;219.00;100.00;5000.00;33000.00;500000.00;250000.00;250000.00;2191.13;1139.93
Paranapoema - PR;parana;Paranapoema;6.6;0.066;11-01 / 01-01;5;0;124;01-01 / 03-01;5;0;202.00;100.00;5000.00;33000.00;500000.00;250000.00;250000.00;2021.83;1239.27
Pato Bragado - PR;parana;Pato Bragado;6.6;0.066;11-01 / 01-01;5;0;82;01-01 / 03-01;5;0;167.00;100.00;5000.00;33000.00;500000.00;250000.00;250000.00;3041.26;1498.84
Pato Branco - PR;parana;Pato Branco;6.6;0.066;11-01 / 01-01;5;0;114;01-01 / 03-01;5;0;214.00;100.00;5000.00;33000.00;500000.00;250000.00;250000.00;2183.84;1168.72
Paula Freitas - PR;parana;Paula Freitas;6.6;0.066;11-01 / 01-01;5;0;116;01-01 / 03-01;5;0;203.00;100.00;5000.00;33000.00;500000.00;250000.00;250000.00;2153.69;1230.91
Paulo Frontin - PR;parana;Paulo Frontin;6.6;0.066;11-01 / 01-01;5;0;124;01-01 / 03-01;5;0;190.00;100.00;5000.00;33000.00;500000.00;250000.00;250000.00;2020.57;1318.36
Peabiru - PR;parana;Peabiru;6.6;0.066;11-01 / 01-01;5;0;107;01-01 / 03-01;5;0;241.00;100.00;5000.00;33000.00;500000.00;250000.00;250000.00;2347.22;1038.16
Perobal - PR;parana;Perobal;6.6;0.066;11-01 / 01-01;5;0;97;01-01 / 03-01;5;0;195.00;100.00;5000.00;33000.00;500000.00;250000.00;250000.00;2579.12;1284.51
Perola - PR;parana;Perola;6.6;0.066;11-01 / 01-01;5;0;75;01-01 / 03-01;5;0;186.00;100.00;5000.00;33000.00;500000.00;250000.00;250000.00;3316.13;1343.96
Perola Doeste - PR;parana;Perola Doeste;6.6;0.066;11-01 / 01-01;5;0;82;01-01 / 03-01;5;0;227.00;100.00;5000.00;33000.00;500000.00;250000.00;250000.00;3043.43;1100.05
Pinhal De Sao Bento - PR;parana;Pinhal De Sao Bento;6.6;0.066;11-01 / 01-01;5;0;90;01-01 / 03-01;5;0;210.00;100.00;5000.00;33000.00;500000.00;250000.00;250000.00;2775.86;1188.84
Pinhalao - PR;parana;Pinhalao;6.6;0.066;11-01 / 01-01;5;0;101;01-01 / 03-01;5;0;259.00;100.00;5000.00;33000.00;500000.00;250000.00;250000.00;2467.40;966.67
Pinhao - PR;parana;Pinhao;6.6;0.066;11-01 / 01-01;5;0;106;01-01 / 03-01;5;0;233.00;100.00;5000.00;33000.00;500000.00;250000.00;250000.00;2367.04;1071.39
Pirai Do Sul - PR;parana;Pirai Do Sul;6.6;0.066;11-01 / 01-01;5;0;170;01-01 / 03-01;5;0;266.00;100.00;5000.00;33000.00;500000.00;250000.00;250000.00;1474.15;938.88
Piraquara - PR;parana;Piraquara;6.6;0.066;11-01 / 01-01;5;0;218;01-01 / 03-01;5;0;315.00;100.00;5000.00;33000.00;500000.00;250000.00;250000.00;1144.28;794.75
Pitanga - PR;parana;Pitanga;6.6;0.066;11-01 / 01-01;5;0;111;01-01 / 03-01;5;0;244.00;100.00;5000.00;33000.00;500000.00;250000.00;250000.00;2248.85;1024.62
Pitangueiras - PR;parana;Pitangueiras;6.6;0.066;11-01 / 01-01;5;0;167;01-01 / 03-01;5;0;234.00;100.00;5000.00;33000.00;500000.00;250000.00;250000.00;1497.52;1070.08
Planaltina Do Parana - PR;parana;Planaltina Do Parana;6.6;0.066;11-01 / 01-01;5;0;108;01-01 / 03-01;5;0;204.00;100.00;5000.00;33000.00;500000.00;250000.00;250000.00;2312.63;1222.58
Planalto - PR;parana;Planalto;6.6;0.066;11-01 / 01-01;5;0;76;01-01 / 03-01;5;0;228.00;100.00;5000.00;33000.00;500000.00;250000.00;250000.00;3277.71;1096.50
Ponta Grossa - PR;parana;Ponta Grossa;6.6;0.066;11-01 / 01-01;5;0;143;01-01 / 03-01;5;0;248.00;100.00;5000.00;33000.00;500000.00;250000.00;250000.00;1751.62;1006.69
Porecatu - PR;parana;Porecatu;6.6;0.066;11-01 / 01-01;5;0;130;01-01 / 03-01;5;0;207.00;100.00;5000.00;33000.00;500000.00;250000.00;250000.00;1922.60;1206.94
Porto Amazonas - PR;parana;Porto Amazonas;6.6;0.066;11-01 / 01-01;5;0;126;01-01 / 03-01;5;0;247.00;100.00;5000.00;33000.00;500000.00;250000.00;250000.00;1989.75;1013.54
Porto Barreiro - PR;parana;Porto Barreiro;6.6;0.066;11-01 / 01-01;5;0;97;01-01 / 03-01;5;0;209.00;100.00;5000.00;33000.00;500000.00;250000.00;250000.00;2569.50;1195.45
Prado Ferreira - PR;parana;Prado Ferreira;6.6;0.066;11-01 / 01-01;5;0;137;01-01 / 03-01;5;0;222.00;100.00;5000.00;33000.00;500000.00;250000.00;250000.00;1823.54;1124.73
Pranchita - PR;parana;Pranchita;6.6;0.066;11-01 / 01-01;5;0;106;01-01 / 03-01;5;0;226.00;100.00;5000.00;33000.00;500000.00;250000.00;250000.00;2352.85;1106.39
Presidente Castelo Branco - PR;parana;Presidente Castelo Branco;6.6;0.066;11-01 / 01-01;5;0;126;01-01 / 03-01;5;0;231.00;100.00;5000.00;33000.00;500000.00;250000.00;250000.00;1982.28;1083.23
Primeiro De Maio - PR;parana;Primeiro De Maio;6.6;0.066;11-01 / 01-01;5;0;148;01-01 / 03-01;5;0;210.00;100.00;5000.00;33000.00;500000.00;250000.00;250000.00;1687.14;1192.90
Prudentopolis - PR;parana;Prudentopolis;6.6;0.066;11-01 / 01-01;5;0;160;01-01 / 03-01;5;0;216.00;100.00;5000.00;33000.00;500000.00;250000.00;250000.00;1567.38;1155.60
Quarto Centenario - PR;parana;Quarto Centenario;6.6;0.066;11-01 / 01-01;5;0;88;01-01 / 03-01;5;0;207.00;100.00;5000.00;33000.00;500000.00;250000.00;250000.00;2842.43;1209.74
Quatigua - PR;parana;Quatigua;6.6;0.066;11-01 / 01-01;5;0;132;01-01 / 03-01;5;0;268.00;100.00;5000.00;33000.00;500000.00;250000.00;250000.00;1899.40;933.97
Quatro Pontes - PR;parana;Quatro Pontes;6.6;0.066;11-01 / 01-01;5;0;72;01-01 / 03-01;5;0;212.00;100.00;5000.00;33000.00;500000.00;250000.00;250000.00;3467.37;1176.48
Quedas Do Iguacu - PR;parana;Quedas Do Iguacu;6.6;0.066;11-01 / 01-01;5;0;111;01-01 / 03-01;5;0;215.00;100.00;5000.00;33000.00;500000.00;250000.00;250000.00;2259.41;1161.01
Querencia Do Norte - PR;parana;Querencia Do Norte;6.6;0.066;11-01 / 01-01;5;0;125;01-01 / 03-01;5;0;191.00;100.00;5000.00;33000.00;500000.00;250000.00;250000.00;1993.77;1307.26
Quinta Do Sol - PR;parana;Quinta Do Sol;6.6;0.066;11-01 / 01-01;5;0;115;01-01 / 03-01;5;0;222.00;100.00;5000.00;33000.00;500000.00;250000.00;250000.00;2169.66;1123.89
Quitandinha - PR;parana;Quitandinha;6.6;0.066;11-01 / 01-01;5;0;161;01-01 / 03-01;5;0;233.00;100.00;5000.00;33000.00;500000.00;250000.00;250000.00;1549.74;1071.80
Rancho Alegre - PR;parana;Rancho Alegre;6.6;0.066;11-01 / 01-01;5;0;143;01-01 / 03-01;5;0;210.00;100.00;5000.00;33000.00;500000.00;250000.00;250000.00;1749.92;1193.05
Rancho Alegre Doeste - PR;parana;Rancho Alegre Doeste;6.6;0.066;11-01 / 01-01;5;0;103;01-01 / 03-01;5;0;211.00;100.00;5000.00;33000.00;500000.00;250000.00;250000.00;2418.51;1186.64
Realeza - PR;parana;Realeza;6.6;0.066;11-01 / 01-01;5;0;71;01-01 / 03-01;5;0;209.00;100.00;5000.00;33000.00;500000.00;250000.00;250000.00;3533.90;1194.35
Reboucas - PR;parana;Reboucas;6.6;0.066;11-01 / 01-01;5;0;162;01-01 / 03-01;5;0;215.00;100.00;5000.00;33000.00;500000.00;250000.00;250000.00;1544.70;1163.80
Renascenca - PR;parana;Renascenca;6.6;0.066;11-01 / 01-01;5;0;124;01-01 / 03-01;5;0;231.00;100.00;5000.00;33000.00;500000.00;250000.00;250000.00;2012.65;1081.53
Reserva - PR;parana;Reserva;6.6;0.066;11-01 / 01-01;5;0;145;01-01 / 03-01;5;0;243.00;100.00;5000.00;33000.00;500000.00;250000.00;250000.00;1719.97;1027.13
Reserva Do Iguacu - PR;parana;Reserva Do Iguacu;6.6;0.066;11-01 / 01-01;5;0;82;01-01 / 03-01;5;0;237.00;100.00;5000.00;33000.00;500000.00;250000.00;250000.00;3047.28;1054.44
Ribeirao Do Pinhal - PR;parana;Ribeirao Do Pinhal;6.6;0.066;11-01 / 01-01;5;0;109;01-01 / 03-01;5;0;268.00;100.00;5000.00;33000.00;500000.00;250000.00;250000.00;2290.73;931.96
Rio Azul - PR;parana;Rio Azul;6.6;0.066;11-01 / 01-01;5;0;159;01-01 / 03-01;5;0;205.00;100.00;5000.00;33000.00;500000.00;250000.00;250000.00;1571.05;1219.49
Rio Bom - PR;parana;Rio Bom;6.6;0.066;11-01 / 01-01;5;0;140;01-01 / 03-01;5;0;251.00;100.00;5000.00;33000.00;500000.00;250000.00;250000.00;1780.77;994.99
Rio Bonito Do Iguacu - PR;parana;Rio Bonito Do Iguacu;6.6;0.066;11-01 / 01-01;5;0;105;01-01 / 03-01;5;0;220.00;100.00;5000.00;33000.00;500000.00;250000.00;250000.00;2379.65;1135.81
Rio Branco Do Ivai - PR;parana;Rio Branco Do Ivai;6.6;0.066;11-01 / 01-01;5;0;150;01-01 / 03-01;5;0;261.00;100.00;5000.00;33000.00;500000.00;250000.00;250000.00;1666.24;957.03
Rio Negro - PR;parana;Rio Negro;6.6;0.066;11-01 / 01-01;5;0;153;01-01 / 03-01;5;0;230.00;100.00;5000.00;33000.00;500000.00;250000.00;250000.00;1636.73;1086.92
Rolandia - PR;parana;Rolandia;6.6;0.066;11-01 / 01-01;5;0;155;01-01 / 03-01;5;0;241.00;100.00;5000.00;33000.00;500000.00;250000.00;250000.00;1614.29;1035.49
Roncador - PR;parana;Roncador;6.6;0.066;11-01 / 01-01;5;0;93;01-01 / 03-01;5;0;229.00;100.00;5000.00;33000.00;500000.00;250000.00;250000.00;2685.90;1090.14
Rondon - PR;parana;Rondon;6.6;0.066;11-01 / 01-01;5;0;97;01-01 / 03-01;5;0;219.00;100.00;5000.00;33000.00;500000.00;250000.00;250000.00;2589.91;1141.63
Rosario Do Ivai - PR;parana;Rosario Do Ivai;6.6;0.066;11-01 / 01-01;5;0;147;01-01 / 03-01;5;0;251.00;100.00;5000.00;33000.00;500000.00;250000.00;250000.00;1702.85;994.50
Sabaudia - PR;parana;Sabaudia;6.6;0.066;11-01 / 01-01;5;0;163;01-01 / 03-01;5;0;239.00;100.00;5000.00;33000.00;500000.00;250000.00;250000.00;1535.14;1047.79
Salgado Filho - PR;parana;Salgado Filho;6.6;0.066;11-01 / 01-01;5;0;113;01-01 / 03-01;5;0;214.00;100.00;5000.00;33000.00;500000.00;250000.00;250000.00;2202.79;1166.60
Salto Do Lontra - PR;parana;Salto Do Lontra;6.6;0.066;11-01 / 01-01;5;0;73;01-01 / 03-01;5;0;215.00;100.00;5000.00;33000.00;500000.00;250000.00;250000.00;3432.05;1161.29
Santa Amelia - PR;parana;Santa Amelia;6.6;0.066;11-01 / 01-01;5;0;98;01-01 / 03-01;5;0;254.00;100.00;5000.00;33000.00;500000.00;250000.00;250000.00;2546.80;985.17
Santa Cecilia Do Pavao - PR;parana;Santa Cecilia Do Pavao;6.6;0.066;11-01 / 01-01;5;0;142;01-01 / 03-01;5;0;238.00;100.00;5000.00;33000.00;500000.00;250000.00;250000.00;1755.26;1051.16
Santa Cruz De Monte Castelo - PR;parana;Santa Cruz De Monte Castelo;6.6;0.066;11-01 / 01-01;5;0;116;01-01 / 03-01;5;0;201.00;100.00;5000.00;33000.00;500000.00;250000.00;250000.00;2149.50;1246.85
Santa Fe - PR;parana;Santa Fe;6.6;0.066;11-01 / 01-01;5;0;145;01-01 / 03-01;5;0;219.00;100.00;5000.00;33000.00;500000.00;250000.00;250000.00;1727.81;1143.68
Santa Helena - PR;parana;Santa Helena;6.6;0.066;11-01 / 01-01;5;0;99;01-01 / 03-01;5;0;181.00;100.00;5000.00;33000.00;500000.00;250000.00;250000.00;2526.49;1381.92
Santa Ines - PR;parana;Santa Ines;6.6;0.066;11-01 / 01-01;5;0;124;01-01 / 03-01;5;0;208.00;100.00;5000.00;33000.00;500000.00;250000.00;250000.00;2019.86;1203.20
Santa Isabel Do Ivai - PR;parana;Santa Isabel Do Ivai;6.6;0.066;11-01 / 01-01;5;0;120;01-01 / 03-01;5;0;200.00;100.00;5000.00;33000.00;500000.00;250000.00;250000.00;2078.08;1251.76
Santa Izabel Do Oeste - PR;parana;Santa Izabel Do Oeste;6.6;0.066;11-01 / 01-01;5;0;66;01-01 / 03-01;5;0;212.00;100.00;5000.00;33000.00;500000.00;250000.00;250000.00;3770.80;1180.92
Santa Lucia - PR;parana;Santa Lucia;6.6;0.066;11-01 / 01-01;5;0;96;01-01 / 03-01;5;0;221.00;100.00;5000.00;33000.00;500000.00;250000.00;250000.00;2601.02;1131.81
Santa Maria Do Oeste - PR;parana;Santa Maria Do Oeste;6.6;0.066;11-01 / 01-01;5;0;111;01-01 / 03-01;5;0;224.00;100.00;5000.00;33000.00;500000.00;250000.00;250000.00;2248.53;1115.66
Santa Mariana - PR;parana;Santa Mariana;6.6;0.066;11-01 / 01-01;5;0;125;01-01 / 03-01;5;0;244.00;100.00;5000.00;33000.00;500000.00;250000.00;250000.00;1997.71;1023.58
Santa Monica - PR;parana;Santa Monica;6.6;0.066;11-01 / 01-01;5;0;115;01-01 / 03-01;5;0;203.00;100.00;5000.00;33000.00;500000.00;250000.00;250000.00;2173.41;1233.82
