Município;State;Municipality; Gross Rol [%] ;Gross Rol [%];Risk_period 1;Limit (Mio) 1;Exit 1; Strike 1;Risk_period 2;Limit (Mio) 2;Exit 2; Strike 2;Area (The client selects);Value per hectare (The client selects);Prize;Maximum indemnity limit;Maximum indemnity limit - STRIKE 1;Maximum indemnity limit - STRIKE 2; Amount paid per millimeter - Strike 1 ; Amount paid per millimeter - Strike 2 
Balsa Nova - PR;parana;Balsa Nova;6.6;0.066;11-01 / 01-01;5;0;129;01-01 / 03-01;5;0;216.00;100.00;5000.00;33000.00;500000.00;250000.00;250000.00;1941.71;1158.89
Bandeirantes - PR;parana;Bandeirantes;6.6;0.066;11-01 / 01-01;5;0;108;01-01 / 03-01;5;0;249.00;100.00;5000.00;33000.00;500000.00;250000.00;250000.00;2313.61;1004.34
Barbosa Ferraz - PR;parana;Barbosa Ferraz;6.6;0.066;11-01 / 01-01;5;0;100;01-01 / 03-01;5;0;245.00;100.00;5000.00;33000.00;500000.00;250000.00;250000.00;2487.89;1022.03
Barra Do Jacare - PR;parana;Barra Do Jacare;6.6;0.066;11-01 / 01-01;5;0;117;01-01 / 03-01;5;0;242.00;100.00;5000.00;33000.00;500000.00;250000.00;250000.00;2136.94;1032.51
Barracao - PR;parana;Barracao;6.6;0.066;11-01 / 01-01;5;0;140;01-01 / 03-01;5;0;214.00;100.00;5000.00;33000.00;500000.00;250000.00;250000.00;1788.78;1168.34
Bela Vista Da Caroba - PR;parana;Bela Vista Da Caroba;6.6;0.066;11-01 / 01-01;5;0;86;01-01 / 03-01;5;0;222.00;100.00;5000.00;33000.00;500000.00;250000.00;250000.00;2916.82;1124.22
Bela Vista Do Paraiso - PR;parana;Bela Vista Do Paraiso;6.6;0.066;11-01 / 01-01;5;0;154;01-01 / 03-01;5;0;232.00;100.00;5000.00;33000.00;500000.00;250000.00;250000.00;1624.34;1075.50
Bituruna - PR;parana;Bituruna;6.6;0.066;11-01 / 01-01;5;0;125;01-01 / 03-01;5;0;246.00;100.00;5000.00;33000.00;500000.00;250000.00;250000.00;2001.42;1018.09
Boa Esperanca - PR;parana;Boa Esperanca;6.6;0.066;11-01 / 01-01;5;0;96;01-01 / 03-01;5;0;223.00;100.00;5000.00;33000.00;500000.00;250000.00;250000.00;2595.84;1122.58
Boa Esperanca Do Iguacu - PR;parana;Boa Esperanca Do Iguacu;6.6;0.066;11-01 / 01-01;5;0;87;01-01 / 03-01;5;0;203.00;100.00;5000.00;33000.00;500000.00;250000.00;250000.00;2873.54;1229.07
Boa Ventura De Sao Roque - PR;parana;Boa Ventura De Sao Roque;6.6;0.066;11-01 / 01-01;5;0;129;01-01 / 03-01;5;0;221.00;100.00;5000.00;33000.00;500000.00;250000.00;250000.00;1940.66;1129.72
Boa Vista Da Aparecida - PR;parana;Boa Vista Da Aparecida;6.6;0.066;11-01 / 01-01;5;0;101;01-01 / 03-01;5;0;214.00;100.00;5000.00;33000.00;500000.00;250000.00;250000.00;2465.11;1167.52
Bom Jesus Do Sul - PR;parana;Bom Jesus Do Sul;6.6;0.066;11-01 / 01-01;5;0;128;01-01 / 03-01;5;0;215.00;100.00;5000.00;33000.00;500000.00;250000.00;250000.00;1954.11;1164.06
Bom Sucesso - PR;parana;Bom Sucesso;6.6;0.066;11-01 / 01-01;5;0;145;01-01 / 03-01;5;0;228.00;100.00;5000.00;33000.00;500000.00;250000.00;250000.00;1722.43;1098.59
Bom Sucesso Do Sul - PR;parana;Bom Sucesso Do Sul;6.6;0.066;11-01 / 01-01;5;0;94;01-01 / 03-01;5;0;218.00;100.00;5000.00;33000.00;500000.00;250000.00;250000.00;2669.45;1145.10
Borrazopolis - PR;parana;Borrazopolis;6.6;0.066;11-01 / 01-01;5;0;141;01-01 / 03-01;5;0;247.00;100.00;5000.00;33000.00;500000.00;250000.00;250000.00;1778.96;1010.70
Braganey - PR;parana;Braganey;6.6;0.066;11-01 / 01-01;5;0;103;01-01 / 03-01;5;0;248.00;100.00;5000.00;33000.00;500000.00;250000.00;250000.00;2437.95;1008.08
Brasilandia Do Sul - PR;parana;Brasilandia Do Sul;6.6;0.066;11-01 / 01-01;5;0;84;01-01 / 03-01;5;0;187.00;100.00;5000.00;33000.00;500000.00;250000.00;250000.00;2983.20;1333.57
Cafeara - PR;parana;Cafeara;6.6;0.066;11-01 / 01-01;5;0;128;01-01 / 03-01;5;0;212.00;100.00;5000.00;33000.00;500000.00;250000.00;250000.00;1960.24;1178.32
Cafelandia - PR;parana;Cafelandia;6.6;0.066;11-01 / 01-01;5;0;111;01-01 / 03-01;5;0;234.00;100.00;5000.00;33000.00;500000.00;250000.00;250000.00;2260.12;1068.71
Cafezal Do Sul - PR;parana;Cafezal Do Sul;6.6;0.066;11-01 / 01-01;5;0;76;01-01 / 03-01;5;0;180.00;100.00;5000.00;33000.00;500000.00;250000.00;250000.00;3281.24;1389.23
California - PR;parana;California;6.6;0.066;11-01 / 01-01;5;0;152;01-01 / 03-01;5;0;252.00;100.00;5000.00;33000.00;500000.00;250000.00;250000.00;1649.02;991.17
Cambara - PR;parana;Cambara;6.6;0.066;11-01 / 01-01;5;0;146;01-01 / 03-01;5;0;277.00;100.00;5000.00;33000.00;500000.00;250000.00;250000.00;1711.68;902.16
Cambe - PR;parana;Cambe;6.6;0.066;11-01 / 01-01;5;0;154;01-01 / 03-01;5;0;241.00;100.00;5000.00;33000.00;500000.00;250000.00;250000.00;1626.41;1035.24
Cambira - PR;parana;Cambira;6.6;0.066;11-01 / 01-01;5;0;154;01-01 / 03-01;5;0;244.00;100.00;5000.00;33000.00;500000.00;250000.00;250000.00;1620.95;1023.18
Campina Da Lagoa - PR;parana;Campina Da Lagoa;6.6;0.066;11-01 / 01-01;5;0;101;01-01 / 03-01;5;0;241.00;100.00;5000.00;33000.00;500000.00;250000.00;250000.00;2464.53;1036.10
Campina Do Simao - PR;parana;Campina Do Simao;6.6;0.066;11-01 / 01-01;5;0;126;01-01 / 03-01;5;0;209.00;100.00;5000.00;33000.00;500000.00;250000.00;250000.00;1991.12;1194.33
Campo Bonito - PR;parana;Campo Bonito;6.6;0.066;11-01 / 01-01;5;0;99;01-01 / 03-01;5;0;240.00;100.00;5000.00;33000.00;500000.00;250000.00;250000.00;2515.74;1043.23
Campo Do Tenente - PR;parana;Campo Do Tenente;6.6;0.066;11-01 / 01-01;5;0;150;01-01 / 03-01;5;0;225.00;100.00;5000.00;33000.00;500000.00;250000.00;250000.00;1664.06;1112.88
Campo Largo - PR;parana;Campo Largo;6.6;0.066;11-01 / 01-01;5;0;134;01-01 / 03-01;5;0;261.00;100.00;5000.00;33000.00;500000.00;250000.00;250000.00;1860.45;957.51
Campo Mourao - PR;parana;Campo Mourao;6.6;0.066;11-01 / 01-01;5;0;104;01-01 / 03-01;5;0;242.00;100.00;5000.00;33000.00;500000.00;250000.00;250000.00;2392.43;1031.60
Candido De Abreu - PR;parana;Candido De Abreu;6.6;0.066;11-01 / 01-01;5;0;149;01-01 / 03-01;5;0;234.00;100.00;5000.00;33000.00;500000.00;250000.00;250000.00;1675.47;1069.28
Candoi - PR;parana;Candoi;6.6;0.066;11-01 / 01-01;5;0;120;01-01 / 03-01;5;0;224.00;100.00;5000.00;33000.00;500000.00;250000.00;250000.00;2075.00;1114.75
Cantagalo - PR;parana;Cantagalo;6.6;0.066;11-01 / 01-01;5;0;129;01-01 / 03-01;5;0;219.00;100.00;5000.00;33000.00;500000.00;250000.00;250000.00;1937.74;1139.72
Capanema - PR;parana;Capanema;6.6;0.066;11-01 / 01-01;5;0;70;01-01 / 03-01;5;0;230.00;100.00;5000.00;33000.00;500000.00;250000.00;250000.00;3574.68;1088.78
Capitao Leonidas Marques - PR;parana;Capitao Leonidas Marques;6.6;0.066;11-01 / 01-01;5;0;86;01-01 / 03-01;5;0;219.00;100.00;5000.00;33000.00;500000.00;250000.00;250000.00;2898.30;1139.07
Carambei - PR;parana;Carambei;6.6;0.066;11-01 / 01-01;5;0;155;01-01 / 03-01;5;0;251.00;100.00;5000.00;33000.00;500000.00;250000.00;250000.00;1613.29;997.54
Carlopolis - PR;parana;Carlopolis;6.6;0.066;11-01 / 01-01;5;0;119;01-01 / 03-01;5;0;254.00;100.00;5000.00;33000.00;500000.00;250000.00;250000.00;2103.39;986.13
Cascavel - PR;parana;Cascavel;6.6;0.066;11-01 / 01-01;5;0;110;01-01 / 03-01;5;0;226.00;100.00;5000.00;33000.00;500000.00;250000.00;250000.00;2269.19;1106.46
Castro - PR;parana;Castro;6.6;0.066;11-01 / 01-01;5;0;154;01-01 / 03-01;5;0;267.00;100.00;5000.00;33000.00;500000.00;250000.00;250000.00;1624.33;937.62
Centenario Do Sul - PR;parana;Centenario Do Sul;6.6;0.066;11-01 / 01-01;5;0;127;01-01 / 03-01;5;0;215.00;100.00;5000.00;33000.00;500000.00;250000.00;250000.00;1969.51;1162.64
Ceu Azul - PR;parana;Ceu Azul;6.6;0.066;11-01 / 01-01;5;0;105;01-01 / 03-01;5;0;239.00;100.00;5000.00;33000.00;500000.00;250000.00;250000.00;2384.49;1046.51
Chopinzinho - PR;parana;Chopinzinho;6.6;0.066;11-01 / 01-01;5;0;84;01-01 / 03-01;5;0;212.00;100.00;5000.00;33000.00;500000.00;250000.00;250000.00;2968.00;1178.47
Cianorte - PR;parana;Cianorte;6.6;0.066;11-01 / 01-01;5;0;93;01-01 / 03-01;5;0;231.00;100.00;5000.00;33000.00;500000.00;250000.00;250000.00;2675.91;1082.34
Cidade Gaucha - PR;parana;Cidade Gaucha;6.6;0.066;11-01 / 01-01;5;0;109;01-01 / 03-01;5;0;211.00;100.00;5000.00;33000.00;500000.00;250000.00;250000.00;2291.22;1185.73
Clevelandia - PR;parana;Clevelandia;6.6;0.066;11-01 / 01-01;5;0;153;01-01 / 03-01;5;0;218.00;100.00;5000.00;33000.00;500000.00;250000.00;250000.00;1630.52;1146.67
Colorado - PR;parana;Colorado;6.6;0.066;11-01 / 01-01;5;0;116;01-01 / 03-01;5;0;212.00;100.00;5000.00;33000.00;500000.00;250000.00;250000.00;2149.60;1177.81
Congonhinhas - PR;parana;Congonhinhas;6.6;0.066;11-01 / 01-01;5;0;126;01-01 / 03-01;5;0;267.00;100.00;5000.00;33000.00;500000.00;250000.00;250000.00;1984.56;935.84
Contenda - PR;parana;Contenda;6.6;0.066;11-01 / 01-01;5;0;157;01-01 / 03-01;5;0;221.00;100.00;5000.00;33000.00;500000.00;250000.00;250000.00;1595.61;1131.44
Corbelia - PR;parana;Corbelia;6.6;0.066;11-01 / 01-01;5;0;104;01-01 / 03-01;5;0;248.00;100.00;5000.00;33000.00;500000.00;250000.00;250000.00;2393.33;1006.42
Cornelio Procopio - PR;parana;Cornelio Procopio;6.6;0.066;11-01 / 01-01;5;0;113;01-01 / 03-01;5;0;237.00;100.00;5000.00;33000.00;500000.00;250000.00;250000.00;2204.59;1054.71
Coronel Domingos Soares - PR;parana;Coronel Domingos Soares;6.6;0.066;11-01 / 01-01;5;0;142;01-01 / 03-01;5;0;240.00;100.00;5000.00;33000.00;500000.00;250000.00;250000.00;1758.66;1042.74
Coronel Vivida - PR;parana;Coronel Vivida;6.6;0.066;11-01 / 01-01;5;0;94;01-01 / 03-01;5;0;209.00;100.00;5000.00;33000.00;500000.00;250000.00;250000.00;2646.25;1196.07
Corumbatai Do Sul - PR;parana;Corumbatai Do Sul;6.6;0.066;11-01 / 01-01;5;0;95;01-01 / 03-01;5;0;250.00;100.00;5000.00;33000.00;500000.00;250000.00;250000.00;2640.10;998.95
Cruzeiro Do Iguacu - PR;parana;Cruzeiro Do Iguacu;6.6;0.066;11-01 / 01-01;5;0;96;01-01 / 03-01;5;0;217.00;100.00;5000.00;33000.00;500000.00;250000.00;250000.00;2604.19;1152.09
Cruzeiro Do Oeste - PR;parana;Cruzeiro Do Oeste;6.6;0.066;11-01 / 01-01;5;0;105;01-01 / 03-01;5;0;203.00;100.00;5000.00;33000.00;500000.00;250000.00;250000.00;2386.79;1230.61
Cruzeiro Do Sul - PR;parana;Cruzeiro Do Sul;6.6;0.066;11-01 / 01-01;5;0;121;01-01 / 03-01;5;0;222.00;100.00;5000.00;33000.00;500000.00;250000.00;250000.00;2066.01;1124.11
Cruzmaltina - PR;parana;Cruzmaltina;6.6;0.066;11-01 / 01-01;5;0;145;01-01 / 03-01;5;0;252.00;100.00;5000.00;33000.00;500000.00;250000.00;250000.00;1723.59;992.39
Curitiba - PR;parana;Curitiba;6.6;0.066;11-01 / 01-01;5;0;159;01-01 / 03-01;5;0;236.00;100.00;5000.00;33000.00;500000.00;250000.00;250000.00;1571.33;1058.18
Curiuva - PR;parana;Curiuva;6.6;0.066;11-01 / 01-01;5;0;164;01-01 / 03-01;5;0;246.00;100.00;5000.00;33000.00;500000.00;250000.00;250000.00;1525.74;1015.04
Diamante Do Norte - PR;parana;Diamante Do Norte;6.6;0.066;11-01 / 01-01;5;0;100;01-01 / 03-01;5;0;201.00;100.00;5000.00;33000.00;500000.00;250000.00;250000.00;2505.25;1246.21
Diamante Doeste - PR;parana;Diamante Doeste;6.6;0.066;11-01 / 01-01;5;0;99;01-01 / 03-01;5;0;198.00;100.00;5000.00;33000.00;500000.00;250000.00;250000.00;2525.72;1259.53
Dois Vizinhos - PR;parana;Dois Vizinhos;6.6;0.066;11-01 / 01-01;5;0;82;01-01 / 03-01;5;0;216.00;100.00;5000.00;33000.00;500000.00;250000.00;250000.00;3058.71;1155.68
Douradina - PR;parana;Douradina;6.6;0.066;11-01 / 01-01;5;0;113;01-01 / 03-01;5;0;204.00;100.00;5000.00;33000.00;500000.00;250000.00;250000.00;2220.64;1222.65
Doutor Camargo - PR;parana;Doutor Camargo;6.6;0.066;11-01 / 01-01;5;0;120;01-01 / 03-01;5;0;224.00;100.00;5000.00;33000.00;500000.00;250000.00;250000.00;2084.60;1117.79
Doutor Ulysses - PR;parana;Doutor Ulysses;6.6;0.066;11-01 / 01-01;5;0;162;01-01 / 03-01;5;0;270.00;100.00;5000.00;33000.00;500000.00;250000.00;250000.00;1543.14;925.28
Eneas Marques - PR;parana;Eneas Marques;6.6;0.066;11-01 / 01-01;5;0;86;01-01 / 03-01;5;0;225.00;100.00;5000.00;33000.00;500000.00;250000.00;250000.00;2898.25;1109.45
Engenheiro Beltrao - PR;parana;Engenheiro Beltrao;6.6;0.066;11-01 / 01-01;5;0;115;01-01 / 03-01;5;0;227.00;100.00;5000.00;33000.00;500000.00;250000.00;250000.00;2179.48;1099.90
Entre Rios Do Oeste - PR;parana;Entre Rios Do Oeste;6.6;0.066;11-01 / 01-01;5;0;89;01-01 / 03-01;5;0;177.00;100.00;5000.00;33000.00;500000.00;250000.00;250000.00;2803.94;1410.08
Esperanca Nova - PR;parana;Esperanca Nova;6.6;0.066;11-01 / 01-01;5;0;77;01-01 / 03-01;5;0;180.00;100.00;5000.00;33000.00;500000.00;250000.00;250000.00;3228.30;1391.59
Espigao Alto Do Iguacu - PR;parana;Espigao Alto Do Iguacu;6.6;0.066;11-01 / 01-01;5;0;112;01-01 / 03-01;5;0;228.00;100.00;5000.00;33000.00;500000.00;250000.00;250000.00;2229.05;1098.24
Farol - PR;parana;Farol;6.6;0.066;11-01 / 01-01;5;0;88;01-01 / 03-01;5;0;232.00;100.00;5000.00;33000.00;500000.00;250000.00;250000.00;2852.05;1077.55
Faxinal - PR;parana;Faxinal;6.6;0.066;11-01 / 01-01;5;0;154;01-01 / 03-01;5;0;254.00;100.00;5000.00;33000.00;500000.00;250000.00;250000.00;1620.33;985.18
Fazenda Rio Grande - PR;parana;Fazenda Rio Grande;6.6;0.066;11-01 / 01-01;5;0;158;01-01 / 03-01;5;0;228.00;100.00;5000.00;33000.00;500000.00;250000.00;250000.00;1580.24;1097.56
Fenix - PR;parana;Fenix;6.6;0.066;11-01 / 01-01;5;0;124;01-01 / 03-01;5;0;225.00;100.00;5000.00;33000.00;500000.00;250000.00;250000.00;2008.13;1112.49
Fernandes Pinheiro - PR;parana;Fernandes Pinheiro;6.6;0.066;11-01 / 01-01;5;0;155;01-01 / 03-01;5;0;219.00;100.00;5000.00;33000.00;500000.00;250000.00;250000.00;1613.20;1140.85
Figueira - PR;parana;Figueira;6.6;0.066;11-01 / 01-01;5;0;149;01-01 / 03-01;5;0;240.00;100.00;5000.00;33000.00;500000.00;250000.00;250000.00;1673.52;1040.98
Flor Da Serra Do Sul - PR;parana;Flor Da Serra Do Sul;6.6;0.066;11-01 / 01-01;5;0;126;01-01 / 03-01;5;0;215.00;100.00;5000.00;33000.00;500000.00;250000.00;250000.00;1976.50;1164.97
Florai - PR;parana;Florai;6.6;0.066;11-01 / 01-01;5;0;117;01-01 / 03-01;5;0;220.00;100.00;5000.00;33000.00;500000.00;250000.00;250000.00;2143.07;1138.82
Floresta - PR;parana;Floresta;6.6;0.066;11-01 / 01-01;5;0;132;01-01 / 03-01;5;0;213.00;100.00;5000.00;33000.00;500000.00;250000.00;250000.00;1889.07;1173.76
Florestopolis - PR;parana;Florestopolis;6.6;0.066;11-01 / 01-01;5;0;129;01-01 / 03-01;5;0;212.00;100.00;5000.00;33000.00;500000.00;250000.00;250000.00;1931.89;1180.95
Florida - PR;parana;Florida;6.6;0.066;11-01 / 01-01;5;0;137;01-01 / 03-01;5;0;217.00;100.00;5000.00;33000.00;500000.00;250000.00;250000.00;1824.58;1149.90
Formosa Do Oeste - PR;parana;Formosa Do Oeste;6.6;0.066;11-01 / 01-01;5;0;88;01-01 / 03-01;5;0;200.00;100.00;5000.00;33000.00;500000.00;250000.00;250000.00;2854.02;1247.09
Foz Do Jordao - PR;parana;Foz Do Jordao;6.6;0.066;11-01 / 01-01;5;0;91;01-01 / 03-01;5;0;233.00;100.00;5000.00;33000.00;500000.00;250000.00;250000.00;2750.52;1072.88
Francisco Alves - PR;parana;Francisco Alves;6.6;0.066;11-01 / 01-01;5;0;75;01-01 / 03-01;5;0;206.00;100.00;5000.00;33000.00;500000.00;250000.00;250000.00;3347.20;1210.71
Francisco Beltrao - PR;parana;Francisco Beltrao;6.6;0.066;11-01 / 01-01;5;0;97;01-01 / 03-01;5;0;225.00;100.00;5000.00;33000.00;500000.00;250000.00;250000.00;2572.22;1109.95
Godoy Moreira - PR;parana;Godoy Moreira;6.6;0.066;11-01 / 01-01;5;0;100;01-01 / 03-01;5;0;243.00;100.00;5000.00;33000.00;500000.00;250000.00;250000.00;2507.16;1029.56
Goioere - PR;parana;Goioere;6.6;0.066;11-01 / 01-01;5;0;90;01-01 / 03-01;5;0;207.00;100.00;5000.00;33000.00;500000.00;250000.00;250000.00;2792.33;1205.76
Goioxim - PR;parana;Goioxim;6.6;0.066;11-01 / 01-01;5;0;133;01-01 / 03-01;5;0;211.00;100.00;5000.00;33000.00;500000.00;250000.00;250000.00;1884.46;1184.33
Grandes Rios - PR;parana;Grandes Rios;6.6;0.066;11-01 / 01-01;5;0;145;01-01 / 03-01;5;0;249.00;100.00;5000.00;33000.00;500000.00;250000.00;250000.00;1730.02;1002.28
Guaira - PR;parana;Guaira;6.6;0.066;11-01 / 01-01;5;0;101;01-01 / 03-01;5;0;204.00;100.00;5000.00;33000.00;500000.00;250000.00;250000.00;2464.20;1225.76
Guamiranga - PR;parana;Guamiranga;6.6;0.066;11-01 / 01-01;5;0;161;01-01 / 03-01;5;0;204.00;100.00;5000.00;33000.00;500000.00;250000.00;250000.00;1554.20;1222.54
Guapirama - PR;parana;Guapirama;6.6;0.066;11-01 / 01-01;5;0;129;01-01 / 03-01;5;0;279.00;100.00;5000.00;33000.00;500000.00;250000.00;250000.00;1943.66;895.81
Guaporema - PR;parana;Guaporema;6.6;0.066;11-01 / 01-01;5;0;99;01-01 / 03-01;5;0;206.00;100.00;5000.00;33000.00;500000.00;250000.00;250000.00;2528.13;1213.61
Guaraci - PR;parana;Guaraci;6.6;0.066;11-01 / 01-01;5;0;140;01-01 / 03-01;5;0;210.00;100.00;5000.00;33000.00;500000.00;250000.00;250000.00;1779.66;1191.49
Guaraniacu - PR;parana;Guaraniacu;6.6;0.066;11-01 / 01-01;5;0;112;01-01 / 03-01;5;0;233.00;100.00;5000.00;33000.00;500000.00;250000.00;250000.00;2225.48;1071.72
Guarapuava - PR;parana;Guarapuava;6.6;0.066;11-01 / 01-01;5;0;146;01-01 / 03-01;5;0;223.00;100.00;5000.00;33000.00;500000.00;250000.00;250000.00;1718.16;1120.56
Honorio Serpa - PR;parana;Honorio Serpa;6.6;0.066;11-01 / 01-01;5;0;135;01-01 / 03-01;5;0;215.00;100.00;5000.00;33000.00;500000.00;250000.00;250000.00;1847.60;1163.14
Ibaiti - PR;parana;Ibaiti;6.6;0.066;11-01 / 01-01;5;0;123;01-01 / 03-01;5;0;259.00;100.00;5000.00;33000.00;500000.00;250000.00;250000.00;2031.27;966.67
Ibema - PR;parana;Ibema;6.6;0.066;11-01 / 01-01;5;0;117;01-01 / 03-01;5;0;223.00;100.00;5000.00;33000.00;500000.00;250000.00;250000.00;2131.34;1119.44
Ibipora - PR;parana;Ibipora;6.6;0.066;11-01 / 01-01;5;0;151;01-01 / 03-01;5;0;227.00;100.00;5000.00;33000.00;500000.00;250000.00;250000.00;1657.09;1101.08
Icaraima - PR;parana;Icaraima;6.6;0.066;11-01 / 01-01;5;0;106;01-01 / 03-01;5;0;197.00;100.00;5000.00;33000.00;500000.00;250000.00;250000.00;2368.07;1267.09
Iguaracu - PR;parana;Iguaracu;6.6;0.066;11-01 / 01-01;5;0;144;01-01 / 03-01;5;0;223.00;100.00;5000.00;33000.00;500000.00;250000.00;250000.00;1730.41;1119.90
Iguatu - PR;parana;Iguatu;6.6;0.066;11-01 / 01-01;5;0;103;01-01 / 03-01;5;0;236.00;100.00;5000.00;33000.00;500000.00;250000.00;250000.00;2425.15;1059.52
Imbituva - PR;parana;Imbituva;6.6;0.066;11-01 / 01-01;5;0;158;01-01 / 03-01;5;0;223.00;100.00;5000.00;33000.00;500000.00;250000.00;250000.00;1579.94;1121.14
Inacio Martins - PR;parana;Inacio Martins;6.6;0.066;11-01 / 01-01;5;0;153;01-01 / 03-01;5;0;220.00;100.00;5000.00;33000.00;500000.00;250000.00;250000.00;1639.26;1134.22
Inaja - PR;parana;Inaja;6.6;0.066;11-01 / 01-01;5;0;112;01-01 / 03-01;5;0;204.00;100.00;5000.00;33000.00;500000.00;250000.00;250000.00;2226.88;1228.26
Indianopolis - PR;parana;Indianopolis;6.6;0.066;11-01 / 01-01;5;0;77;01-01 / 03-01;5;0;220.00;100.00;5000.00;33000.00;500000.00;250000.00;250000.00;3262.01;1135.48
Ipiranga - PR;parana;Ipiranga;6.6;0.066;11-01 / 01-01;5;0;147;01-01 / 03-01;5;0;231.00;100.00;5000.00;33000.00;500000.00;250000.00;250000.00;1696.90;1083.57
Ipora - PR;parana;Ipora;6.6;0.066;11-01 / 01-01;5;0;80;01-01 / 03-01;5;0;192.00;100.00;5000.00;33000.00;500000.00;250000.00;250000.00;3123.39;1299.89
Iracema Do Oeste - PR;parana;Iracema Do Oeste;6.6;0.066;11-01 / 01-01;5;0;99;01-01 / 03-01;5;0;222.00;100.00;5000.00;33000.00;500000.00;250000.00;250000.00;2519.76;1124.02
Irati - PR;parana;Irati;6.6;0.066;11-01 / 01-01;5;0;161;01-01 / 03-01;5;0;216.00;100.00;5000.00;33000.00;500000.00;250000.00;250000.00;1553.09;1157.28
Iretama - PR;parana;Iretama;6.6;0.066;11-01 / 01-01;5;0;91;01-01 / 03-01;5;0;225.00;100.00;5000.00;33000.00;500000.00;250000.00;250000.00;2733.86;1112.03
Itaguaje - PR;parana;Itaguaje;6.6;0.066;11-01 / 01-01;5;0;123;01-01 / 03-01;5;0;199.00;100.00;5000.00;33000.00;500000.00;250000.00;250000.00;2035.38;1257.73
Itambaraca - PR;parana;Itambaraca;6.6;0.066;11-01 / 01-01;5;0;128;01-01 / 03-01;5;0;246.00;100.00;5000.00;33000.00;500000.00;250000.00;250000.00;1947.10;1014.64
Itambe - PR;parana;Itambe;6.6;0.066;11-01 / 01-01;5;0;136;01-01 / 03-01;5;0;214.00;100.00;5000.00;33000.00;500000.00;250000.00;250000.00;1841.32;1169.47
Itapejara Doeste - PR;parana;Itapejara Doeste;6.6;0.066;11-01 / 01-01;5;0;77;01-01 / 03-01;5;0;211.00;100.00;5000.00;33000.00;500000.00;250000.00;250000.00;3244.49;1182.83
Ivai - PR;parana;Ivai;6.6;0.066;11-01 / 01-01;5;0;149;01-01 / 03-01;5;0;222.00;100.00;5000.00;33000.00;500000.00;250000.00;250000.00;1674.82;1126.99
Ivaipora - PR;parana;Ivaipora;6.6;0.066;11-01 / 01-01;5;0;122;01-01 / 03-01;5;0;243.00;100.00;5000.00;33000.00;500000.00;250000.00;250000.00;2052.52;1030.32
Ivate - PR;parana;Ivate;6.6;0.066;11-01 / 01-01;5;0;108;01-01 / 03-01;5;0;203.00;100.00;5000.00;33000.00;500000.00;250000.00;250000.00;2305.55;1229.61
Ivatuba - PR;parana;Ivatuba;6.6;0.066;11-01 / 01-01;5;0;122;01-01 / 03-01;5;0;221.00;100.00;5000.00;33000.00;500000.00;250000.00;250000.00;2054.18;1132.46
Jaboti - PR;parana;Jaboti;6.6;0.066;11-01 / 01-01;5;0;132;01-01 / 03-01;5;0;263.00;100.00;5000.00;33000.00;500000.00;250000.00;250000.00;1898.80;948.97
Jacarezinho - PR;parana;Jacarezinho;6.6;0.066;11-01 / 01-01;5;0;147;01-01 / 03-01;5;0;269.00;100.00;5000.00;33000.00;500000.00;250000.00;250000.00;1696.66;927.71
Jaguapita - PR;parana;Jaguapita;6.6;0.066;11-01 / 01-01;5;0;146;01-01 / 03-01;5;0;221.00;100.00;5000.00;33000.00;500000.00;250000.00;250000.00;1708.96;1129.05
Jaguariaiva - PR;parana;Jaguariaiva;6.6;0.066;11-01 / 01-01;5;0;164;01-01 / 03-01;5;0;259.00;100.00;5000.00;33000.00;500000.00;250000.00;250000.00;1526.63;965.23
Jandaia Do Sul - PR;parana;Jandaia Do Sul;6.6;0.066;11-01 / 01-01;5;0;150;01-01 / 03-01;5;0;235.00;100.00;5000.00;33000.00;500000.00;250000.00;250000.00;1665.99;1064.56
Janiopolis - PR;parana;Janiopolis;6.6;0.066;11-01 / 01-01;5;0;82;01-01 / 03-01;5;0;220.00;100.00;5000.00;33000.00;500000.00;250000.00;250000.00;3048.23;1135.66
Japura - PR;parana;Japura;6.6;0.066;11-01 / 01-01;5;0;92;01-01 / 03-01;5;0;221.00;100.00;5000.00;33000.00;500000.00;250000.00;250000.00;2718.68;1132.33
Jardim Alegre - PR;parana;Jardim Alegre;6.6;0.066;11-01 / 01-01;5;0;111;01-01 / 03-01;5;0;244.00;100.00;5000.00;33000.00;500000.00;250000.00;250000.00;2258.90;1024.43
Jardim Olinda - PR;parana;Jardim Olinda;6.6;0.066;11-01 / 01-01;5;0;122;01-01 / 03-01;5;0;201.00;100.00;5000.00;33000.00;500000.00;250000.00;250000.00;2043.99;1246.01
Jataizinho - PR;parana;Jataizinho;6.6;0.066;11-01 / 01-01;5;0;147;01-01 / 03-01;5;0;214.00;100.00;5000.00;33000.00;500000.00;250000.00;250000.00;1700.59;1169.04
Jesuitas - PR;parana;Jesuitas;6.6;0.066;11-01 / 01-01;5;0;98;01-01 / 03-01;5;0;217.00;100.00;5000.00;33000.00;500000.00;250000.00;250000.00;2544.22;1154.21
Joaquim Tavora - PR;parana;Joaquim Tavora;6.6;0.066;11-01 / 01-01;5;0;139;01-01 / 03-01;5;0;265.00;100.00;5000.00;33000.00;500000.00;250000.00;250000.00;1804.01;941.66
